assertion_id,feature_id,feature_name,specification,layer,kind,surface_id,surface_name,product,vendor,surface_type,execution,status,maturity,qualifier,evidence_type,source_ids,observed_at_utc,confidence,verified_runtime
A-0204,acp.agent,ACP agent/server role,ACP,interoperability,agent,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0205,ahp.client,AHP client role,AHP,interoperability,client,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0206,ahp.host,AHP host role,AHP,interoperability,host,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0207,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0208,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0209,webmcp,WebMCP site tools,WebMCP,web,browser,codex-cli,Codex CLI,Codex,OpenAI,cli,local,y,ga,Documented support.,documented,S-095,2026-08-28T19:30Z,high,no
A-0210,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0211,mcp.tools,MCP tools,MCP,protocol,server-feature,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0212,mcp.resources,MCP resources,MCP,protocol,server-feature,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0213,mcp.prompts,MCP prompts,MCP,protocol,server-feature,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0214,mcp.sampling,MCP sampling,MCP,protocol,client-feature,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0215,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0216,mcp.roots,MCP roots,MCP,protocol,client-feature,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0217,mcp.tasks,MCP tasks,MCP,protocol,utility,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0218,mcp.stdio,MCP stdio transport,MCP,transport,transport,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0219,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0220,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0221,mcp.oauth,MCP OAuth authorization,MCP,security,auth,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0222,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0223,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0224,skills.discovery,Agent Skills discovery,Agent Skills,skills,discovery,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0225,skills.progressive,Agent Skills progressive disclosure,Agent Skills,skills,loading,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0226,skills.scripts,Agent Skills scripts,Agent Skills,skills,component,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0227,skills.references-assets,Agent Skills references/assets,Agent Skills,skills,component,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0228,skills.manual-invoke,Agent Skills explicit/manual invocation,Agent Skills,skills,activation,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0229,skills.project-scope,Project-scoped Agent Skills,Agent Skills,skills,scope,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0230,skills.user-scope,User/global Agent Skills,Agent Skills,skills,scope,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0231,plugins.v1,Agent Plugins v1 plugin.json,Agent Plugins,packaging,manifest,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,a,ga,Listed as a compatible Agent Plugins client by the Agent Plugins project; first-party product docs may expose a vendor-specific packaging surface instead.,vendor-attested,S-050,2026-08-28T19:30Z,medium,no
A-0232,plugins.skills,Agent Plugins skills component,Agent Plugins,packaging,component,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0233,plugins.mcp,Agent Plugins mcp.json component,Agent Plugins,packaging,component,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0234,plugins.marketplace,Plugin marketplace/install flow,Packaging,distribution,marketplace,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-090,2026-08-28T19:30Z,high,no
A-0235,plugins.vendor-ext,Vendor-specific plugin extensions,Packaging,distribution,extension,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-090,2026-08-28T19:30Z,high,no
A-0236,instructions.agents-md,AGENTS.md root instructions,AGENTS.md,instructions,file,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-092,2026-08-28T19:30Z,high,no
A-0237,instructions.agents-md-nested,Nested AGENTS.md instructions,AGENTS.md,instructions,file,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-092,2026-08-28T19:30Z,high,no
A-0238,instructions.claude-md,CLAUDE.md compatibility,Vendor convention,instructions,file,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0239,instructions.vendor-rules,Vendor-native rules/instructions,Vendor convention,instructions,rules,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0240,hooks,Lifecycle hooks,Vendor convention,automation,hooks,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-094,2026-08-28T19:30Z,high,no
A-0241,subagents,Subagents,Vendor convention,agents,composition,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-093,2026-08-28T19:30Z,high,no
A-0242,custom-agents,Custom agent definitions,Vendor convention,agents,composition,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0243,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0244,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0245,acp.client,ACP client/editor role,ACP,interoperability,client,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0246,acp.agent,ACP agent/server role,ACP,interoperability,agent,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0247,ahp.client,AHP client role,AHP,interoperability,client,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0248,ahp.host,AHP host role,AHP,interoperability,host,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0249,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0250,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0251,webmcp,WebMCP site tools,WebMCP,web,browser,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,y,ga,Documented support.,documented,S-095,2026-08-28T19:30Z,high,no
A-0252,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,codex-ide,Codex IDE extension,Codex,OpenAI,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0253,mcp.tools,MCP tools,MCP,protocol,server-feature,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0254,mcp.resources,MCP resources,MCP,protocol,server-feature,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0255,mcp.prompts,MCP prompts,MCP,protocol,server-feature,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0256,mcp.sampling,MCP sampling,MCP,protocol,client-feature,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0257,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0258,mcp.roots,MCP roots,MCP,protocol,client-feature,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0259,mcp.tasks,MCP tasks,MCP,protocol,utility,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0260,mcp.stdio,MCP stdio transport,MCP,transport,transport,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0261,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0262,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0263,mcp.oauth,MCP OAuth authorization,MCP,security,auth,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0264,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0265,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0266,skills.discovery,Agent Skills discovery,Agent Skills,skills,discovery,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0267,skills.progressive,Agent Skills progressive disclosure,Agent Skills,skills,loading,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0268,skills.scripts,Agent Skills scripts,Agent Skills,skills,component,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0269,skills.references-assets,Agent Skills references/assets,Agent Skills,skills,component,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0270,skills.manual-invoke,Agent Skills explicit/manual invocation,Agent Skills,skills,activation,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0271,skills.project-scope,Project-scoped Agent Skills,Agent Skills,skills,scope,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0272,skills.user-scope,User/global Agent Skills,Agent Skills,skills,scope,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0273,plugins.v1,Agent Plugins v1 plugin.json,Agent Plugins,packaging,manifest,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,a,ga,Listed as a compatible Agent Plugins client by the Agent Plugins project; first-party product docs may expose a vendor-specific packaging surface instead.,vendor-attested,S-050,2026-08-28T19:30Z,medium,no
A-0274,plugins.skills,Agent Plugins skills component,Agent Plugins,packaging,component,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0275,plugins.mcp,Agent Plugins mcp.json component,Agent Plugins,packaging,component,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0276,plugins.marketplace,Plugin marketplace/install flow,Packaging,distribution,marketplace,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-090,2026-08-28T19:30Z,high,no
A-0277,plugins.vendor-ext,Vendor-specific plugin extensions,Packaging,distribution,extension,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-090,2026-08-28T19:30Z,high,no
A-0278,instructions.agents-md,AGENTS.md root instructions,AGENTS.md,instructions,file,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-092,2026-08-28T19:30Z,high,no
A-0279,instructions.agents-md-nested,Nested AGENTS.md instructions,AGENTS.md,instructions,file,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-092,2026-08-28T19:30Z,high,no
A-0280,instructions.claude-md,CLAUDE.md compatibility,Vendor convention,instructions,file,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0281,instructions.vendor-rules,Vendor-native rules/instructions,Vendor convention,instructions,rules,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0282,hooks,Lifecycle hooks,Vendor convention,automation,hooks,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-094,2026-08-28T19:30Z,high,no
A-0283,subagents,Subagents,Vendor convention,agents,composition,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-093,2026-08-28T19:30Z,high,no
A-0284,custom-agents,Custom agent definitions,Vendor convention,agents,composition,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0285,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0286,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0287,acp.client,ACP client/editor role,ACP,interoperability,client,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0288,acp.agent,ACP agent/server role,ACP,interoperability,agent,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0289,ahp.client,AHP client role,AHP,interoperability,client,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0290,ahp.host,AHP host role,AHP,interoperability,host,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0291,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0292,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0293,webmcp,WebMCP site tools,WebMCP,web,browser,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,y,ga,Documented support.,documented,S-095,2026-08-28T19:30Z,high,no
A-0294,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,codex-desktop,Codex in ChatGPT desktop,Codex,OpenAI,desktop,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0295,mcp.tools,MCP tools,MCP,protocol,server-feature,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-107,2026-08-28T19:30Z,high,no
A-0296,mcp.resources,MCP resources,MCP,protocol,server-feature,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0297,mcp.prompts,MCP prompts,MCP,protocol,server-feature,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0298,mcp.sampling,MCP sampling,MCP,protocol,client-feature,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0299,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0300,mcp.roots,MCP roots,MCP,protocol,client-feature,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0301,mcp.tasks,MCP tasks,MCP,protocol,utility,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0302,mcp.stdio,MCP stdio transport,MCP,transport,transport,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-107,2026-08-28T19:30Z,high,no
A-0303,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-107,2026-08-28T19:30Z,high,no
A-0304,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-107,2026-08-28T19:30Z,high,no
A-0305,mcp.oauth,MCP OAuth authorization,MCP,security,auth,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0306,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0307,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0308,skills.discovery,Agent Skills discovery,Agent Skills,skills,discovery,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0309,skills.progressive,Agent Skills progressive disclosure,Agent Skills,skills,loading,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0310,skills.scripts,Agent Skills scripts,Agent Skills,skills,component,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0311,skills.references-assets,Agent Skills references/assets,Agent Skills,skills,component,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0312,skills.manual-invoke,Agent Skills explicit/manual invocation,Agent Skills,skills,activation,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0313,skills.project-scope,Project-scoped Agent Skills,Agent Skills,skills,scope,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0314,skills.user-scope,User/global Agent Skills,Agent Skills,skills,scope,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0315,plugins.v1,Agent Plugins v1 plugin.json,Agent Plugins,packaging,manifest,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-106,2026-08-28T19:30Z,high,no
A-0316,plugins.skills,Agent Plugins skills component,Agent Plugins,packaging,component,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-106,2026-08-28T19:30Z,high,no
A-0317,plugins.mcp,Agent Plugins mcp.json component,Agent Plugins,packaging,component,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-106,2026-08-28T19:30Z,high,no
A-0318,plugins.marketplace,Plugin marketplace/install flow,Packaging,distribution,marketplace,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-106,2026-08-28T19:30Z,high,no
A-0319,plugins.vendor-ext,Vendor-specific plugin extensions,Packaging,distribution,extension,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-106,2026-08-28T19:30Z,high,no
A-0320,instructions.agents-md,AGENTS.md root instructions,AGENTS.md,instructions,file,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-109,2026-08-28T19:30Z,high,no
A-0321,instructions.agents-md-nested,Nested AGENTS.md instructions,AGENTS.md,instructions,file,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-109,2026-08-28T19:30Z,high,no
A-0322,instructions.claude-md,CLAUDE.md compatibility,Vendor convention,instructions,file,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-109,2026-08-28T19:30Z,high,no
