vendor_name,surface_id,surface_name,feature_id,feature_name,priority,recommended_resolution,notes
JetBrains,jetbrains-native-agent,JetBrains native AI Assistant,mcp.apps,MCP Apps / interactive UI,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-native-agent,JetBrains native AI Assistant,agent-plugins.failure-isolation,Agent Plugins failure isolation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-native-agent,JetBrains native AI Assistant,acp.session-load,ACP session load/resume,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-native-agent,JetBrains native AI Assistant,acp.session-list,ACP session list,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-native-agent,JetBrains native AI Assistant,acp.terminal-reverse-rpc,ACP terminal reverse RPC,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-native-agent,JetBrains native AI Assistant,a2a.client,A2A client role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-native-agent,JetBrains native AI Assistant,a2a.server,A2A agent/server role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,mcp.revision.2026-07-28,MCP 2026-07-28,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,mcp.resources,MCP resources,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,mcp.prompts,MCP prompts,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,mcp.auth.oauth,MCP OAuth,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,mcp.roots,MCP roots,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,mcp.sampling,MCP sampling,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,mcp.elicitation,MCP elicitation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,mcp.tasks,MCP tasks,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,mcp.apps,MCP Apps / interactive UI,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,agent-plugins.failure-isolation,Agent Plugins failure isolation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,acp.session-load,ACP session load/resume,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,acp.session-list,ACP session list,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,acp.terminal-reverse-rpc,ACP terminal reverse RPC,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,a2a.client,A2A client role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,jetbrains-acp-host,JetBrains ACP host,a2a.server,A2A agent/server role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,mcp.revision.2026-07-28,MCP 2026-07-28,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,mcp.resources,MCP resources,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,mcp.prompts,MCP prompts,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,mcp.auth.oauth,MCP OAuth,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,mcp.roots,MCP roots,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,mcp.sampling,MCP sampling,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,mcp.elicitation,MCP elicitation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,mcp.tasks,MCP tasks,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,mcp.apps,MCP Apps / interactive UI,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,agent-plugins.failure-isolation,Agent Plugins failure isolation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,acp.session-load,ACP session load/resume,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,acp.session-list,ACP session list,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,acp.terminal-reverse-rpc,ACP terminal reverse RPC,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,a2a.client,A2A client role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
JetBrains,junie-acp-agent,Junie ACP agent,a2a.server,A2A agent/server role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,mcp.revision.2026-07-28,MCP 2026-07-28,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,mcp.resources,MCP resources,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,mcp.prompts,MCP prompts,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,mcp.auth.oauth,MCP OAuth,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,mcp.roots,MCP roots,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,mcp.sampling,MCP sampling,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,mcp.elicitation,MCP elicitation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,mcp.tasks,MCP tasks,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,mcp.apps,MCP Apps / interactive UI,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,agent-plugins.failure-isolation,Agent Plugins failure isolation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,acp.session-load,ACP session load/resume,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,acp.session-list,ACP session list,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,acp.terminal-reverse-rpc,ACP terminal reverse RPC,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,a2a.client,A2A client role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-ide,Kiro IDE,a2a.server,A2A agent/server role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,mcp.revision.2026-07-28,MCP 2026-07-28,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,mcp.resources,MCP resources,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,mcp.prompts,MCP prompts,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,mcp.auth.oauth,MCP OAuth,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,mcp.roots,MCP roots,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,mcp.sampling,MCP sampling,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,mcp.elicitation,MCP elicitation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,mcp.tasks,MCP tasks,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,mcp.apps,MCP Apps / interactive UI,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,agent-plugins.failure-isolation,Agent Plugins failure isolation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,acp.session-load,ACP session load/resume,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,acp.session-list,ACP session list,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,acp.terminal-reverse-rpc,ACP terminal reverse RPC,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,a2a.client,A2A client role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-cli,Kiro CLI 3,a2a.server,A2A agent/server role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,mcp.revision.2026-07-28,MCP 2026-07-28,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,mcp.resources,MCP resources,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,mcp.prompts,MCP prompts,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,mcp.auth.oauth,MCP OAuth,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,mcp.roots,MCP roots,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,mcp.sampling,MCP sampling,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,mcp.elicitation,MCP elicitation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,mcp.tasks,MCP tasks,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,mcp.apps,MCP Apps / interactive UI,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,agent-plugins.failure-isolation,Agent Plugins failure isolation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,acp.session-load,ACP session load/resume,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,acp.session-list,ACP session list,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,acp.terminal-reverse-rpc,ACP terminal reverse RPC,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,a2a.client,A2A client role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-web,Kiro Web,a2a.server,A2A agent/server role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,mcp.revision.2026-07-28,MCP 2026-07-28,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,mcp.resources,MCP resources,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,mcp.prompts,MCP prompts,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,mcp.auth.oauth,MCP OAuth,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,mcp.roots,MCP roots,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,mcp.sampling,MCP sampling,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,mcp.elicitation,MCP elicitation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,mcp.tasks,MCP tasks,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,mcp.apps,MCP Apps / interactive UI,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,agent-plugins.failure-isolation,Agent Plugins failure isolation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,acp.session-load,ACP session load/resume,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,acp.session-list,ACP session list,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,acp.terminal-reverse-rpc,ACP terminal reverse RPC,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,a2a.client,A2A client role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
AWS / Kiro,kiro-mobile,Kiro Mobile,a2a.server,A2A agent/server role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,mcp.revision.2026-07-28,MCP 2026-07-28,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,mcp.resources,MCP resources,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,mcp.prompts,MCP prompts,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,mcp.auth.oauth,MCP OAuth,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,mcp.roots,MCP roots,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,mcp.sampling,MCP sampling,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,mcp.elicitation,MCP elicitation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,mcp.tasks,MCP tasks,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,mcp.apps,MCP Apps / interactive UI,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,agent-plugins.failure-isolation,Agent Plugins failure isolation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,acp.session-load,ACP session load/resume,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,acp.session-list,ACP session list,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,acp.terminal-reverse-rpc,ACP terminal reverse RPC,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,a2a.client,A2A client role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-vscode,Cline VS Code extension,a2a.server,A2A agent/server role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,mcp.revision.2026-07-28,MCP 2026-07-28,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,mcp.resources,MCP resources,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,mcp.prompts,MCP prompts,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,mcp.auth.oauth,MCP OAuth,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,mcp.roots,MCP roots,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,mcp.sampling,MCP sampling,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,mcp.elicitation,MCP elicitation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,mcp.tasks,MCP tasks,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,mcp.apps,MCP Apps / interactive UI,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,agent-plugins.failure-isolation,Agent Plugins failure isolation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,acp.session-load,ACP session load/resume,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,acp.session-list,ACP session list,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,acp.terminal-reverse-rpc,ACP terminal reverse RPC,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,a2a.client,A2A client role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
Cline,cline-cli,Cline CLI,a2a.server,A2A agent/server role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,mcp.revision.2026-07-28,MCP 2026-07-28,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,mcp.resources,MCP resources,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,mcp.prompts,MCP prompts,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,mcp.roots,MCP roots,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,mcp.sampling,MCP sampling,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,mcp.elicitation,MCP elicitation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,mcp.tasks,MCP tasks,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,mcp.apps,MCP Apps / interactive UI,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,agent-plugins.failure-isolation,Agent Plugins failure isolation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,acp.session-load,ACP session load/resume,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,acp.session-list,ACP session list,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,acp.terminal-reverse-rpc,ACP terminal reverse RPC,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,a2a.client,A2A client role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-cli,OpenCode CLI/TUI,a2a.server,A2A agent/server role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,mcp.revision.2026-07-28,MCP 2026-07-28,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,mcp.resources,MCP resources,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,mcp.prompts,MCP prompts,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,mcp.roots,MCP roots,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,mcp.sampling,MCP sampling,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,mcp.elicitation,MCP elicitation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,mcp.tasks,MCP tasks,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,mcp.apps,MCP Apps / interactive UI,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,agent-plugins.failure-isolation,Agent Plugins failure isolation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,acp.session-load,ACP session load/resume,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,acp.session-list,ACP session list,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,acp.terminal-reverse-rpc,ACP terminal reverse RPC,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,a2a.client,A2A client role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-desktop,OpenCode desktop,a2a.server,A2A agent/server role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,mcp.revision.2026-07-28,MCP 2026-07-28,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,mcp.resources,MCP resources,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,mcp.prompts,MCP prompts,P1,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,mcp.roots,MCP roots,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,mcp.sampling,MCP sampling,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,mcp.elicitation,MCP elicitation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,mcp.tasks,MCP tasks,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,mcp.apps,MCP Apps / interactive UI,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,agent-plugins.failure-isolation,Agent Plugins failure isolation,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,acp.session-load,ACP session load/resume,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,acp.session-list,ACP session list,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,acp.terminal-reverse-rpc,ACP terminal reverse RPC,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,a2a.client,A2A client role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
OpenCode,opencode-ide,OpenCode IDE extension,a2a.server,A2A agent/server role,P2,first-party clarification + release-pinned conformance test,Unknown is intentional; no explicit negative evidence located.
