assertion_id,surface_id,feature_id,status,evidence_method,implementation_mode,availability,confidence,environment_scope,qualifiers,source_keys,last_verified_at,notes
ASRT-00155,claude-code-cli,instructions.rules,supported,documented,native,ga,high,default,,S-011;S-012;S-013;S-014,2026-08-28,
ASRT-00156,claude-code-cli,hooks,supported,documented,native,ga,high,default,,S-011;S-012;S-013;S-014,2026-08-28,
ASRT-00157,claude-code-cli,subagents,supported,documented,native,ga,high,default,,S-011;S-012;S-013;S-014,2026-08-28,
ASRT-00158,claude-code-cli,subagents.write-access,supported,documented,native,ga,high,default,,S-011;S-012;S-013;S-014,2026-08-28,
ASRT-00159,claude-code-cli,plugins.native,supported,documented,native,ga,high,default,,S-011;S-012;S-013;S-014,2026-08-28,
ASRT-00160,claude-code-cli,marketplace-registry,supported,documented,native,ga,high,default,,S-011;S-012;S-013;S-014,2026-08-28,
ASRT-00161,claude-code-cli,custom-agents,supported,documented,native,ga,high,default,,S-011;S-012;S-013;S-014,2026-08-28,
ASRT-00162,claude-code-cli,agent-skills.standard-paths,partial,documented,native,ga,high,default,Agent Skills core is supported with Claude-specific locations/extensions; standard .agents path behavior is not the sole discovery mechanism.,S-011,2026-08-28,
ASRT-00163,claude-code-cli,subagents.mcp-access,partial,documented,native,ga,high,default,"Project/user subagents can use tools, but plugin subagents ignore mcpServers frontmatter.",S-014,2026-08-28,
ASRT-00164,claude-code-cli,subagents.nested,unknown,documented,native,ga,low,default,No definitive nested-subagent support claim located.,S-014,2026-08-28,
ASRT-00165,claude-code-cli,agent-plugins.core,unknown,inferred,native-plugin,ga,low,default,Claude has a broader native plugin format; no explicit Agent Plugins 1.0 conformance claim found.,S-012;S-003,2026-08-28,
ASRT-00166,chatgpt-web,agent-skills.core,supported,documented,native,ga,high,default,,S-020;S-023,2026-08-28,
ASRT-00167,chatgpt-web,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-020;S-023,2026-08-28,
ASRT-00168,chatgpt-web,agent-plugins.core,supported,documented,hosted-plugin,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00169,chatgpt-web,agent-plugins.skills,supported,documented,hosted-plugin,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00170,chatgpt-web,agent-plugins.mcp,supported,documented,hosted-plugin,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00171,chatgpt-web,marketplace-registry,supported,documented,hosted-plugin,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00172,chatgpt-desktop,agent-skills.core,supported,documented,native,ga,high,default,,S-020;S-023,2026-08-28,
ASRT-00173,chatgpt-desktop,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-020;S-023,2026-08-28,
ASRT-00174,chatgpt-desktop,agent-plugins.core,supported,documented,hosted-plugin,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00175,chatgpt-desktop,agent-plugins.skills,supported,documented,hosted-plugin,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00176,chatgpt-desktop,agent-plugins.mcp,supported,documented,hosted-plugin,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00177,chatgpt-desktop,marketplace-registry,supported,documented,hosted-plugin,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00178,chatgpt-mobile,agent-skills.core,supported,documented,native,ga,high,default,,S-020;S-023,2026-08-28,
ASRT-00179,chatgpt-mobile,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-020;S-023,2026-08-28,
ASRT-00180,chatgpt-mobile,agent-plugins.core,supported,documented,hosted-plugin,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00181,chatgpt-mobile,agent-plugins.skills,supported,documented,hosted-plugin,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00182,chatgpt-mobile,agent-plugins.mcp,supported,documented,hosted-plugin,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00183,chatgpt-mobile,marketplace-registry,supported,documented,hosted-plugin,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00184,codex-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-020;S-023,2026-08-28,
ASRT-00185,codex-cli,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-020;S-023,2026-08-28,
ASRT-00186,codex-cli,agent-plugins.core,supported,documented,native,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00187,codex-cli,agent-plugins.skills,supported,documented,native,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00188,codex-cli,agent-plugins.mcp,supported,documented,native,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00189,codex-cli,marketplace-registry,supported,documented,native,ga,high,default,,S-020;S-002,2026-08-28,
ASRT-00190,codex-ide,agent-skills.core,supported,documented,native,ga,high,default,,S-023,2026-08-28,
ASRT-00191,codex-ide,agent-plugins.core,unsupported,documented,native,ga,high,default,,S-020,2026-08-28,OpenAI explicitly states that the IDE extension does not support plugins.
ASRT-00192,codex-ide,agent-plugins.skills,unsupported,documented,native,ga,high,default,,S-020,2026-08-28,Plugin-bundled skills are not available because plugins are unsupported; standalone skills remain supported.
ASRT-00193,codex-ide,agent-plugins.mcp,unsupported,documented,native,ga,high,default,,S-020,2026-08-28,Plugin packaging is unsupported; direct MCP remains supported.
ASRT-00194,chatgpt-web,mcp.client,supported,documented,hosted-plugin,ga,high,default,Remote MCP-backed tools supplied through plugins; hosted tool capabilities may differ from local Codex hosts.,S-021,2026-08-28,
ASRT-00195,chatgpt-web,mcp.tools,supported,documented,hosted-plugin,ga,high,default,Remote MCP-backed tools supplied through plugins; hosted tool capabilities may differ from local Codex hosts.,S-021,2026-08-28,
ASRT-00196,chatgpt-web,mcp.transport.streamable-http,supported,documented,hosted-plugin,ga,high,default,Remote MCP-backed tools supplied through plugins; hosted tool capabilities may differ from local Codex hosts.,S-021,2026-08-28,
ASRT-00197,chatgpt-web,mcp.auth.oauth,supported,documented,hosted-plugin,ga,high,default,Remote MCP-backed tools supplied through plugins; hosted tool capabilities may differ from local Codex hosts.,S-021,2026-08-28,
ASRT-00198,chatgpt-web,mcp.transport.stdio,unsupported,documented,hosted-plugin,ga,high,default,,S-021,2026-08-28,ChatGPT web does not read local Codex MCP configuration or start local stdio servers.
ASRT-00199,chatgpt-web,mcp.resources,unknown,documented,native,ga,low,default,Hosted plugin tools are documented separately from local Codex server features.,S-021,2026-08-28,
ASRT-00200,chatgpt-web,mcp.prompts,unknown,documented,native,ga,low,default,,S-021,2026-08-28,
ASRT-00201,chatgpt-web,mcp.apps,supported,documented,hosted-plugin,ga,high,default,Connectors/plugins can include custom UI.,S-020,2026-08-28,
ASRT-00202,chatgpt-mobile,mcp.client,supported,documented,hosted-plugin,ga,high,default,Remote plugin-backed tools only.,S-020;S-021,2026-08-28,
ASRT-00203,chatgpt-mobile,mcp.tools,supported,documented,hosted-plugin,ga,high,default,Remote plugin-backed tools only.,S-020;S-021,2026-08-28,
ASRT-00204,chatgpt-mobile,mcp.transport.streamable-http,supported,documented,hosted-plugin,ga,high,default,Remote plugin-backed tools only.,S-020;S-021,2026-08-28,
ASRT-00205,chatgpt-mobile,mcp.auth.oauth,supported,documented,hosted-plugin,ga,high,default,Remote plugin-backed tools only.,S-020;S-021,2026-08-28,
ASRT-00206,chatgpt-mobile,mcp.transport.stdio,unsupported,documented,hosted-plugin,ga,high,default,,S-021,2026-08-28,
ASRT-00207,chatgpt-desktop,mcp.client,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00208,chatgpt-desktop,mcp.tools,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00209,chatgpt-desktop,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00210,chatgpt-desktop,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00211,chatgpt-desktop,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00212,chatgpt-desktop,mcp.revision.2026-07-28,unknown,documented,native,ga,low,default,Exact negotiated MCP revision is not stated in the reviewed OpenAI product documentation.,S-021,2026-08-28,
ASRT-00213,codex-cli,mcp.client,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00214,codex-cli,mcp.tools,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00215,codex-cli,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00216,codex-cli,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00217,codex-cli,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00218,codex-cli,mcp.revision.2026-07-28,unknown,documented,native,ga,low,default,Exact negotiated MCP revision is not stated in the reviewed OpenAI product documentation.,S-021,2026-08-28,
ASRT-00219,codex-ide,mcp.client,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00220,codex-ide,mcp.tools,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00221,codex-ide,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00222,codex-ide,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00223,codex-ide,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-021,2026-08-28,
ASRT-00224,codex-ide,mcp.revision.2026-07-28,unknown,documented,native,ga,low,default,Exact negotiated MCP revision is not stated in the reviewed OpenAI product documentation.,S-021,2026-08-28,
ASRT-00225,codex-cli,instructions.agents-md,supported,documented,native,ga,high,default,,S-022;S-024;S-025;S-026;S-028,2026-08-28,
ASRT-00226,codex-cli,instructions.rules,supported,documented,native,ga,high,default,,S-022;S-024;S-025;S-026;S-028,2026-08-28,
ASRT-00227,codex-cli,hooks,supported,documented,native,ga,high,default,,S-022;S-024;S-025;S-026;S-028,2026-08-28,
ASRT-00228,codex-cli,subagents,supported,documented,native,ga,high,default,,S-022;S-024;S-025;S-026;S-028,2026-08-28,
ASRT-00229,codex-cli,subagents.mcp-access,supported,documented,native,ga,high,default,,S-022;S-024;S-025;S-026;S-028,2026-08-28,
ASRT-00230,codex-cli,plugins.native,supported,documented,native,ga,high,default,,S-022;S-024;S-025;S-026;S-028,2026-08-28,
ASRT-00231,codex-cli,automation.headless,supported,documented,native,ga,high,default,,S-022;S-024;S-025;S-026;S-028,2026-08-28,
ASRT-00232,codex-cli,session.handoff,supported,documented,native,ga,high,default,,S-022;S-024;S-025;S-026;S-028,2026-08-28,
ASRT-00233,codex-cli,custom-agents,supported,documented,native,ga,high,default,,S-022;S-024;S-025;S-026;S-028,2026-08-28,
ASRT-00234,codex-cli,mcp.server,partial,documented,native,ga,high,default,Legacy codex mcp-server command is deprecated; App Server is preferred.,S-027;S-028,2026-08-28,
ASRT-00235,codex-ide,instructions.agents-md,supported,documented,native,ga,high,default,,S-024;S-026;S-028,2026-08-28,
ASRT-00236,codex-ide,subagents,supported,documented,native,ga,high,default,,S-024;S-026;S-028,2026-08-28,
ASRT-00237,codex-ide,hooks,supported,documented,native,ga,high,default,,S-024;S-026;S-028,2026-08-28,
ASRT-00238,cursor-editor,mcp.client,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00239,cursor-editor,mcp.tools,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00240,cursor-editor,mcp.resources,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00241,cursor-editor,mcp.prompts,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00242,cursor-editor,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00243,cursor-editor,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00244,cursor-editor,mcp.transport.legacy-sse,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00245,cursor-editor,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00246,cursor-editor,mcp.roots,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00247,cursor-editor,mcp.elicitation,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00248,cursor-editor,mcp.apps,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00249,cursor-editor,mcp.revision.2026-07-28,unknown,documented,native,ga,low,default,Exact revision is not named.,S-031,2026-08-28,
ASRT-00250,cursor-editor,agent-skills.core,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00251,cursor-editor,agent-plugins.core,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00252,cursor-editor,agent-plugins.skills,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00253,cursor-editor,agent-plugins.mcp,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00254,cursor-editor,instructions.agents-md,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00255,cursor-editor,instructions.rules,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00256,cursor-editor,hooks,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00257,cursor-editor,subagents,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00258,cursor-editor,plugins.native,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00259,cursor-editor,marketplace-registry,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00260,cursor-editor,custom-agents,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00261,cursor-cli,mcp.client,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00262,cursor-cli,mcp.tools,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00263,cursor-cli,mcp.resources,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00264,cursor-cli,mcp.prompts,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00265,cursor-cli,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00266,cursor-cli,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00267,cursor-cli,mcp.transport.legacy-sse,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00268,cursor-cli,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00269,cursor-cli,mcp.roots,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00270,cursor-cli,mcp.elicitation,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00271,cursor-cli,mcp.apps,supported,documented,native,ga,high,default,,S-031,2026-08-28,
ASRT-00272,cursor-cli,mcp.revision.2026-07-28,unknown,documented,native,ga,low,default,Exact revision is not named.,S-031,2026-08-28,
ASRT-00273,cursor-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00274,cursor-cli,agent-plugins.core,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00275,cursor-cli,agent-plugins.skills,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00276,cursor-cli,agent-plugins.mcp,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00277,cursor-cli,instructions.agents-md,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00278,cursor-cli,instructions.rules,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00279,cursor-cli,hooks,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00280,cursor-cli,subagents,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00281,cursor-cli,plugins.native,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00282,cursor-cli,marketplace-registry,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00283,cursor-cli,custom-agents,supported,documented,native,ga,high,default,,S-030;S-032;S-033,2026-08-28,
ASRT-00284,cursor-cli,acp.agent,supported,documented,native,ga,high,default,,S-034;S-001,2026-08-28,
ASRT-00285,cursor-cli,acp.transport.stdio,supported,documented,native,ga,high,default,,S-034;S-001,2026-08-28,
ASRT-00286,cursor-cli,automation.headless,supported,documented,native,ga,high,default,,S-034;S-001,2026-08-28,
ASRT-00287,cursor-cloud-agent,automation.cloud-agent,supported,documented,native,ga,high,default,,S-035,2026-08-28,
ASRT-00288,cursor-cloud-agent,mcp.client,supported,documented,native,ga,high,default,,S-035,2026-08-28,
ASRT-00289,cursor-cloud-agent,mcp.tools,supported,documented,native,ga,high,default,,S-035,2026-08-28,
ASRT-00290,cursor-cloud-agent,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-035,2026-08-28,
ASRT-00291,cursor-cloud-agent,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-035,2026-08-28,
ASRT-00292,cursor-cloud-agent,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-035,2026-08-28,
ASRT-00293,cursor-cloud-agent,hooks,supported,documented,native,ga,high,default,,S-035,2026-08-28,
ASRT-00294,cursor-cloud-agent,subagents,supported,documented,native,ga,high,default,,S-035,2026-08-28,
ASRT-00295,cursor-cloud-agent,governance.org-policy,supported,documented,native,ga,high,default,,S-035,2026-08-28,
ASRT-00296,cursor-cloud-agent,hooks,partial,documented,native,ga,high,default,Command hooks are supported; team hooks and some hook classes depend on plan/surface.,S-035,2026-08-28,
ASRT-00297,cursor-editor,governance.org-policy,partial,documented,native,ga,high,default,Team marketplaces and admin controls are plan-gated.,S-030,2026-08-28,
ASRT-00298,vscode-agent-host,agent-plugins.core,supported,documented,native,ga,high,default,,S-040;S-041;S-002,2026-08-28,
ASRT-00299,vscode-agent-host,agent-plugins.skills,supported,documented,native,ga,high,default,,S-040;S-041;S-002,2026-08-28,
ASRT-00300,vscode-agent-host,agent-plugins.mcp,supported,documented,native,ga,high,default,,S-040;S-041;S-002,2026-08-28,
ASRT-00301,vscode-agent-host,mcp.client,supported,documented,native,ga,high,default,,S-040;S-041;S-002,2026-08-28,
ASRT-00302,vscode-agent-host,mcp.tools,supported,documented,native,ga,high,default,,S-040;S-041;S-002,2026-08-28,
ASRT-00303,vscode-agent-host,mcp.resources,supported,documented,native,ga,high,default,,S-040;S-041;S-002,2026-08-28,
ASRT-00304,vscode-agent-host,mcp.prompts,supported,documented,native,ga,high,default,,S-040;S-041;S-002,2026-08-28,
ASRT-00305,vscode-agent-host,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-040;S-041;S-002,2026-08-28,
ASRT-00306,vscode-agent-host,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-040;S-041;S-002,2026-08-28,
ASRT-00307,vscode-agent-host,mcp.transport.legacy-sse,supported,documented,native,ga,high,default,,S-040;S-041;S-002,2026-08-28,
ASRT-00308,vscode-agent-host,plugins.native,supported,documented,native,ga,high,default,,S-040;S-041;S-002,2026-08-28,
ASRT-00309,vscode-agent-host,hooks,supported,documented,native,ga,high,default,,S-040;S-041;S-002,2026-08-28,
ASRT-00310,vscode-agent-host,custom-agents,supported,documented,native,ga,high,default,,S-040;S-041;S-002,2026-08-28,
ASRT-00311,copilot-vscode,agent-plugins.core,supported,documented,native,ga,high,default,,S-040;S-041;S-045,2026-08-28,
ASRT-00312,copilot-vscode,agent-plugins.skills,supported,documented,native,ga,high,default,,S-040;S-041;S-045,2026-08-28,
ASRT-00313,copilot-vscode,agent-plugins.mcp,supported,documented,native,ga,high,default,,S-040;S-041;S-045,2026-08-28,
ASRT-00314,copilot-vscode,mcp.client,supported,documented,native,ga,high,default,,S-040;S-041;S-045,2026-08-28,
ASRT-00315,copilot-vscode,mcp.tools,supported,documented,native,ga,high,default,,S-040;S-041;S-045,2026-08-28,
ASRT-00316,copilot-vscode,mcp.resources,supported,documented,native,ga,high,default,,S-040;S-041;S-045,2026-08-28,
ASRT-00317,copilot-vscode,mcp.prompts,supported,documented,native,ga,high,default,,S-040;S-041;S-045,2026-08-28,
ASRT-00318,copilot-vscode,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-040;S-041;S-045,2026-08-28,
ASRT-00319,copilot-vscode,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-040;S-041;S-045,2026-08-28,
ASRT-00320,copilot-vscode,mcp.transport.legacy-sse,supported,documented,native,ga,high,default,,S-040;S-041;S-045,2026-08-28,
ASRT-00321,copilot-vscode,hooks,supported,documented,native,ga,high,default,,S-040;S-041;S-045,2026-08-28,
ASRT-00322,copilot-vscode,custom-agents,supported,documented,native,ga,high,default,,S-040;S-041;S-045,2026-08-28,
ASRT-00323,copilot-vscode,governance.org-policy,supported,documented,native,ga,high,default,,S-040;S-041;S-045,2026-08-28,
ASRT-00324,copilot-cloud-agent,automation.cloud-agent,supported,documented,native,ga,high,default,,S-042;S-043,2026-08-28,
ASRT-00325,copilot-cloud-agent,mcp.client,supported,documented,native,ga,high,default,,S-042;S-043,2026-08-28,
ASRT-00326,copilot-cloud-agent,mcp.tools,supported,documented,native,ga,high,default,,S-042;S-043,2026-08-28,
ASRT-00327,copilot-cloud-agent,agent-skills.core,supported,documented,native,ga,high,default,,S-042;S-043,2026-08-28,
ASRT-00328,copilot-cloud-agent,hooks,supported,documented,native,ga,high,default,,S-042;S-043,2026-08-28,
ASRT-00329,copilot-cloud-agent,custom-agents,supported,documented,native,ga,high,default,,S-042;S-043,2026-08-28,
ASRT-00330,copilot-cloud-agent,governance.org-policy,supported,documented,native,ga,high,default,,S-042;S-043,2026-08-28,
ASRT-00331,copilot-cloud-agent,mcp.resources,unsupported,documented,native,ga,high,default,,S-042,2026-08-28,GitHub documents tools-only MCP support and no remote OAuth for the cloud agent.
ASRT-00332,copilot-cloud-agent,mcp.prompts,unsupported,documented,native,ga,high,default,,S-042,2026-08-28,GitHub documents tools-only MCP support and no remote OAuth for the cloud agent.
ASRT-00333,copilot-cloud-agent,mcp.auth.oauth,unsupported,documented,native,ga,high,default,,S-042,2026-08-28,GitHub documents tools-only MCP support and no remote OAuth for the cloud agent.
ASRT-00334,copilot-cloud-agent,mcp.transport.stdio,supported,documented,native,ga,high,default,Repository-configured local MCP server command runs in the hosted task environment.,S-042,2026-08-28,
ASRT-00335,copilot-cloud-agent,mcp.transport.streamable-http,supported,documented,native,ga,high,default,Remote servers supported without remote OAuth.,S-042,2026-08-28,
ASRT-00336,copilot-code-review,mcp.client,supported,documented,native,ga,high,default,,S-044,2026-08-28,
ASRT-00337,copilot-code-review,mcp.tools,supported,documented,native,ga,high,default,,S-044,2026-08-28,
ASRT-00338,copilot-code-review,agent-skills.core,supported,documented,native,ga,high,default,,S-044,2026-08-28,
ASRT-00339,copilot-code-review,automation.cloud-agent,supported,documented,native,ga,high,default,,S-044,2026-08-28,
ASRT-00340,copilot-code-review,mcp.resources,unknown,documented,native,ga,low,default,,S-044,2026-08-28,
ASRT-00341,gemini-cli,mcp.client,supported,documented,native,ga,high,default,,S-050,2026-08-28,
ASRT-00342,gemini-cli,mcp.tools,supported,documented,native,ga,high,default,,S-050,2026-08-28,
ASRT-00343,gemini-cli,mcp.resources,supported,documented,native,ga,high,default,,S-050,2026-08-28,
ASRT-00344,gemini-cli,mcp.prompts,supported,documented,native,ga,high,default,,S-050,2026-08-28,
ASRT-00345,gemini-cli,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-050,2026-08-28,
ASRT-00346,gemini-cli,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-050,2026-08-28,
ASRT-00347,gemini-cli,mcp.transport.legacy-sse,supported,documented,native,ga,high,default,,S-050,2026-08-28,
ASRT-00348,gemini-cli,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-050,2026-08-28,
ASRT-00349,gemini-cli,acp.agent,supported,documented,native,ga,high,default,,S-051;S-001,2026-08-28,
ASRT-00350,gemini-cli,acp.transport.stdio,supported,documented,native,ga,high,default,,S-051;S-001,2026-08-28,
ASRT-00351,gemini-cli,subagents,supported,documented,native,ga,high,default,,S-054,2026-08-28,
ASRT-00352,gemini-cli,custom-agents,supported,documented,native,ga,high,default,,S-054,2026-08-28,
ASRT-00353,gemini-cli,hooks,supported,documented,native,ga,high,default,,S-054,2026-08-28,
ASRT-00354,gemini-cli,agent-skills.core,partial,documented,native,preview,high,default,Available only in Gemini CLI preview builds at the cutoff.,S-052;S-053,2026-08-28,
ASRT-00355,gemini-cli,agent-skills.scripts-assets,partial,documented,native,preview,high,default,Available only in Gemini CLI preview builds at the cutoff.,S-052;S-053,2026-08-28,
ASRT-00356,gemini-cli,mcp.revision.2026-07-28,unknown,documented,native,ga,low,default,,S-050,2026-08-28,
ASRT-00357,zed-native-agent,mcp.client,supported,documented,native,ga,high,default,,S-060,2026-08-28,
ASRT-00358,zed-native-agent,mcp.tools,supported,documented,native,ga,high,default,,S-060,2026-08-28,
ASRT-00359,zed-native-agent,mcp.prompts,supported,documented,native,ga,high,default,,S-060,2026-08-28,
ASRT-00360,zed-native-agent,mcp.list-changed,supported,documented,native,ga,high,default,,S-060,2026-08-28,
ASRT-00361,zed-native-agent,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-060,2026-08-28,
ASRT-00362,zed-native-agent,mcp.resources,unsupported,documented,native,ga,high,default,,S-060,2026-08-28,Zed explicitly limits native MCP support to tools and prompts and does not support these wider client primitives.
ASRT-00363,zed-native-agent,mcp.sampling,unsupported,documented,native,ga,high,default,,S-060,2026-08-28,Zed explicitly limits native MCP support to tools and prompts and does not support these wider client primitives.
ASRT-00364,zed-native-agent,mcp.elicitation,unsupported,documented,native,ga,high,default,,S-060,2026-08-28,Zed explicitly limits native MCP support to tools and prompts and does not support these wider client primitives.
ASRT-00365,zed-acp-host,acp.client,supported,documented,native,ga,high,default,,S-061,2026-08-28,
ASRT-00366,zed-acp-host,acp.transport.stdio,supported,documented,native,ga,high,default,,S-061,2026-08-28,
ASRT-00367,zed-acp-host,acp.mcp-forwarding,supported,documented,native,ga,high,default,,S-061,2026-08-28,
ASRT-00368,zed-acp-host,session.handoff,supported,documented,native,ga,high,default,,S-061,2026-08-28,
ASRT-00369,zed-acp-host,governance.org-policy,partial,documented,native,ga,high,default,Responsibility is split: external agent owns much of model/auth/tool configuration while Zed owns the host UI and forwarding choices.,S-061,2026-08-28,
ASRT-00370,jetbrains-native-agent,mcp.client,supported,documented,native,ga,high,default,,S-070,2026-08-28,
ASRT-00371,jetbrains-native-agent,mcp.server,supported,documented,native,ga,high,default,,S-070,2026-08-28,
ASRT-00372,jetbrains-native-agent,mcp.tools,supported,documented,native,ga,high,default,,S-070,2026-08-28,
ASRT-00373,jetbrains-native-agent,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-070,2026-08-28,
ASRT-00374,jetbrains-native-agent,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-070,2026-08-28,
ASRT-00375,jetbrains-native-agent,mcp.transport.legacy-sse,supported,documented,native,ga,high,default,,S-070,2026-08-28,
ASRT-00376,jetbrains-acp-host,acp.client,supported,documented,native,ga,high,default,,S-071;S-074,2026-08-28,
ASRT-00377,jetbrains-acp-host,acp.transport.stdio,supported,documented,native,ga,high,default,,S-071;S-074,2026-08-28,
ASRT-00378,jetbrains-acp-host,acp.mcp-forwarding,supported,documented,native,ga,high,default,,S-071;S-074,2026-08-28,
ASRT-00379,jetbrains-acp-host,marketplace-registry,supported,documented,native,ga,high,default,,S-071;S-074,2026-08-28,
